htrc-id,pubcity,pubyear,title,oclc,language
None,Glasgow ,1768,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner : Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. How his ship was lost in a storm, and all his companions drowned ; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Written originally by himself, and now faithfully abridg'd.",695985878,None
None,Glasgow ,1768,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner : Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. How his ship was lost in a storm, and all his companions drowned ; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Written originally by himself, and now faithfully abridg'd.",695985878,None
None,Glasgow ,1819,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,946732298,None
None,Glasgow ,1819,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,946732298,None
None,Glasgow ,1762,"The wonderful life and most surprising adventures of Robinson Crusoe of York, mariner: containing a full and particular account ... faithfully epitomized from the three volumes, and adorned with cuts suited to the most remarkable stories.",52729094,None
None,Glasgow ,1820,The Life & Surprising Adventures of Robinson Crusoe. Embellished with eight ... engravings. New edition. [A chapbook.].,859166003,None
None,Glasgow ,1820,The Life & Surprising Adventures of Robinson Crusoe. Embellished with eight ... engravings. New edition. [A chapbook.].,859166003,None
None,Glasgow ,1753,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner: containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. ... Faithfully epitomized from the three volumes, and adorne with cuts suited to the most remarkable stories.",931206280,None
None,Glasgow ,1735,"The farther adventures of Robinson Crusoe : Wherein are contain'd, several strange and surprizing accounts of all his travels, and most remarkable transactions, both by sea and land. Vol. II.",316410706,None
None,Göteborg ,1901,Robinson Crusoe.,676997456,None
None,Göttingen ,1972,Robinson Crusoe,258130040,None
None,Göttingen ,1964,Robinson Crusoe,632384927,None
mdp.39015078557819,Gorinchem,1824,Beknopte geschiedenis van den engelschen Robinson Crusoë ...,23400175,dut
None,Gornji Milanovac ,1989,Robinson Kruso,951411426,None
mdp.39015078575530,Gothenburg,1893,Robinson Crusoe / af Daniel Defoe ; med en lefnadsteckning öfver författaren af Karl Warburg ; jämte ett hundratjugu original-illustrationer af Walter Paget ; öfversättning från det engelska originalet af Jean Fr. Rossander.,301793002,und
None,Greenock ,1810,"The Life of Robinson Crusoe. Of York, mariner. : And, A collection of jests.",863492296,None
None,Griffith ,1892,"The Life and Surprising Adventures of Robinson Crusoe ... Illustrated. [Part 1, abridged.].",559898742,None
uc2.ark:/13960/t3bz66q30,Groningen,1907,Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.,14124933,eng
uc1.b2622242,Groningen,1907,Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.,14124933,eng
None,Groningen ,2000,Robinson Crusoe,67379576,None
None,Groningen ,19,obinson Crusoë : opnieuw verteld aan de Nederlandsche jeugd.,63803898,None
None,Groombridge & Sons ,1875,The Life and Adventures of Robinson Crusoe ... Illustrated by A.F. Lydon.,559886431,None
None,Grosset ,1963,Robinson Crusoe.,401184987,None
None,Grünwald Komplett-Media ,2007,2007 Robinson Crusoe der ungekürzte Originaltext,723705765,None
None,Guebwiller ,1991,Robinson Crusoe,463415060,None
None,Gütersloh ,2012,"Brockhaus Literaturcomics - Robinson Crusoe : Weltliteratur im Comic-Format, gefördert von der UNESCO",796241017,None
None,Gütersloh ,20,obinson Crusoe : [Roman],245667291,None
None,Gütersloh ,2013,Robinson Crusoe : [Weltliteratur im Comic-Format],891467592,None
None,Gütersloh Bertelsmann[-Lesering] Stuttgart Europäische Bildungsgemeinschaft ,1976,1976 Die seltsamen und erstaunlichen Abenteuer des Robinson Crusoe,718915003,None
None,Gwasg Prifysgol Cymru ,1928,"Bywyd ac anturiaethau Robinson Crusoe ... Rhan I. Wedi ei drosi i'r Gymraeg gan William Rowlands. [Part 1, abridged. With plates.].",559903260,None
None,Gwasg Prifysgol Cymru ,1928,"Bywyd ac anturiaethau Robinson Crusoe ... Rhan I. Wedi ei drosi i'r Gymraeg gan William Rowlands. [Part 1, abridged. With plates.].",559903260,None
None,H. Humphreys ,1860,"Bywyd ac anturiaethau rhyfeddol Robinson Crusoe, yr hwn a fu byw wyth mlynedd ar hugain mewn ynys anghyfanedd ... Hefyd, ei ail-ymweliad a'r ynys hono ... Addurnedig gyda darluniau. [Parts 1 and 2, abridged.].",559903234,None
None,Haarlem ,1957,Robinson Crusoe,899013735,None
None,Hälsingborg ,1962,Robinson Crusoe,923975205,None
None,Hälsingborg ,1962,Robinson Crusoe,923975205,None
None,Hämeenlinna ,1988,Robinson Crusoe : nuorille lukijoille kerrottuna,57786371,None
None,Hämeenlinna ,1988,Robinson Crusoe : nuorille lukijoille kerrottuna,57786371,None
None,Hà Nội ,1994,Robinson Crusoe : Tiẻ̂u thuyé̂t,221970217,None
None,Hà Nội ,2011,Cuộc phiêu lưu của Robinson Crusoe,862934310,None
None,Hà Nội ,2011,Cuộc phiêu lưu của Robinson Crusoe,862934310,None
mdp.39015078550756,Halifax,1836,The life and adventures of Robinson Crusoe. Written by himself.,41306279,eng
None,Halifax ,1800,"The life and surprising adventures of Robinson Crusoe including an account of his shipwreck, and residence for twenty eight years on an unknown island, &c.; &c.; Written by himself.",928199107,None
mdp.39015078552554,Halle,1882,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Für den schul- und privatgebrauch eingerichtet und erklärt von dr Heinrich Loewe ...",54155785,eng
wu.89099780389,Halle,1905,[Leben und abenteuer des] Robinson Crusoe ... / neu aus dem englischen übers. und mit leterarhistorischer einleitung versehen von Hermann Ullrich.,53703831,ger
None,Halle ,1882,"The life and surprising adventures of Robinson Crusoe, für die Schul . u. Privatgebrauch eingerichtet u. erklärt von Heinr. Löwe.",444802253,None
None,Hamburg ,1957,Robinson Crusoe,73312455,None
None,Hamburg ,2011,Robinson Crusoe,916114829,None
None,Hamburg ,2013,Robinson Crusoe,935764267,None
None,Hamburg ,20,obinson Crusoe,255657498,None
None,Hamburg ,2008,Robinson Crusoe,254719872,None
None,Hamburg ,1947,Robinson Crusoe,73312309,None
None,Hamburg ,2014,Robinson Crusoe,894694482,None
None,Hamburg ,1991,Robinson Crusoe,718007655,None
None,Hamburg ,1991,Robinson Crusoe,718007655,None
None,Hamburg ,1995,Robinson Crusoe,633132662,None
None,Hamburg ,1995,Robinson Crusoe,633132662,None
None,Hamburg ,2004,Robinson Crusoe,1015951176,None
None,Hamburg ,2014,Robinson Crusoe,935767429,None
None,Hamburg ,2013,Das Leben und die seltsamen Abenteuer des Robinson Crusoe,859954988,None
None,Hamburg ,1952,Robinson Crusoe,247647254,None
None,Hamburg ,1964,Robinson Crusoe. D. 1.,262025885,None
None,Hamburg ,1964,Robinson Crusoe. D. 2.,262025886,None
None,Hamburg ,1974,Robinson Crusoe,256690943,None
None,Hamburg ,1964,Robinson Crusoe,186886816,None
None,Hamburg ,1920,Robinson Crusoe,837720055,None
None,Hamburg ,2014,Robinson Crusoe,894694320,None
None,Hamburg ,2014,Robinson Crusoe,894694320,None
None,Hamburg ,2007,Robinson Crusoe,965434833,None
None,Hamburg ,2017,Robinson Crusoe,964674124,None
None,Hamburg ,2007,Robinson Crusoe,965434833,None
None,Hamburg ,2017,Robinson Crusoe,964674124,None
None,Hamburg ,20,obinson Crusoe,931598114,None
None,Hamburg ,1720,Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers/ Mr. Robinson Crusoe : welcher durch Sturm und Schiffbruch/ (Worinn alle seine Reise-Gefährten elendiglich ertruncken/) auf der Americanischen Cüste/ vorn an dem grossen Fluß Oroonoko auf ein unwohntes Eiland gerahten/ Acht- und zwantzig Jahre lang darauf gelebet/ und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden/ Göttlicher Providentz zum Preise/ und curiöser Gemühter besonderem Vergnügen/ nach der dritten Engelländis. Edition auf vornemes Begehren ins Teutsche übergesetzet [durch Ludwig Friedrich Vischer] [Erster Theil],833148633,None
None,Hamburg ,1720,"Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers, Mr Robinson Crusoe ... nach der dritten engelländis. Edition ... ins Teutsche übergesetzet [by M. Vischer].",559889013,None
None,Hamburg ,1720,Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers/ Mr. Robinson Crusoe : welcher durch Sturm und Schiffbruch/ (Worinn alle seine Reise-Gefährten elendiglich ertruncken/) auf der Americanischen Cüste/ vorn an dem grossen Fluß Oroonoko auf ein unwohntes Eiland gerahten/ Acht- und zwantzig Jahre lang darauf gelebet/ und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden/ Göttlicher Providentz zum Preise/ und curiöser Gemühter besonderem Vergnügen/ nach der dritten Engelländis. Edition auf vornemes Begehren ins Teutsche übergesetzet [durch Ludwig Friedrich Vischer] [Erster Theil],833148633,None
None,Hamburg ,1731,"Das Leben und die gantz ungemeine Begebenheiten des weltberühmten Engelländers, Robinson Crusoe, welcher durch Sturm und Schiffbruch, worin alle seine Reise-Gefährten elendiglich ertruncken, auf der Americanischen Küste, bey dem Ausflusse des grossen Strohms Oroonoko, auf eine unbewohnte Insull gerathen, acht und zwantzig Jahr lang darauf gelebet, und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden : von ihm selbst beschrieben, und, nach der dritten Engelländischen Edition, auf vornehmes Begehren, ins Teutsche übersetzt",248874621,None
None,Hamburg ,1720,"Des Lebens und der gantz ungemeinen Begebenheiten des berühmten Engelländers, Mr. Robinson Crusoe, Zweyter und Letzter Theil : Worinn dessen fernere Reisen Um Drey Theile der Welt herum, mit Verwunderungs=würdigen Umständen beschrieben werden",831901009,None
None,Hamburg ,1720,"Des Lebens und der gantz ungemeinen Begebenheiten des berühmten Engelländers, Mr. Robinson Crusoe, Zweyter und Letzter Theil : Worinn dessen fernere Reisen Um Drey Theile der Welt herum, mit Verwunderungs=würdigen Umständen beschrieben werden",831901009,None
None,Hamburg ,1720,"Das Leben und die gantz ungemeine Begebenheiten des Weltberuffenen Engelländers Mr. Robinson Crusoe. 2, Worinn dessen fernere Reisen um Drey Theile der Welt herum mit Verwunderungs-würdigen Umständen beschrieben werden",633505585,None
None,Hamburg ,1973,Robinson Crusoe Hörspiel,74166624,None
None,Hamburg ,2004,Robinson Crusoe : gekürzte Lesung,778378724,None
None,Hamburg ,1973,Robinson Crusoe Hörspiel nach e. Erz.,724945437,None
None,Hameln ,1947,Robinson Crusoe.,252499700,None
None,Hamish Hamilton ,1947,"[The history of the most remarkable life, and extra-ordinary adventures, of ... Colonel Jaque ... by the author of Robinson Crusoe [i.e. D. Defoe]. The sixth edition.].",559883708,None
None,Hamish Hamilton ,1947,"[The history of the most remarkable life, and extra-ordinary adventures, of ... Colonel Jaque ... by the author of Robinson Crusoe [i.e. D. Defoe]. The sixth edition.].",559883708,None
None,Hammersmith ,2013,Robinson Crusoe,880604143,None
None,Hannover ,1979,Robinson Crusoe,245649398,None
None,Hannover ,1923,"Life and adventures of Robinson Crusoe ;; Abridged and retold in modern English by F. Marshall. Ed. for school use, and with a full Engl. commentary supplemented by German equivalents by R[ichard] Kron [Hauptbd.] [...]",838479147,None
None,Harlow ,2008,Robinson Crusoe,1027755581,None
None,Harlow ,1987,Robinson Crusoe,610504418,None
None,Harlow ,1997,Robinson Crusoe,971427788,None
None,Harlow ,2008,Robinson Crusoe,963074171,None
None,Harlow ,1995,Robinson Crusoe,1028276950,None
None,Harlow ,1995,Robinson Crusoe,1028276950,None
None,Harlow ,1990,Robinson Crusoe,1028262537,None
None,Harlow ,2987,Robinson Crusoe,777853560,None
None,Harlow ,2008,Robinson Crusoe,1041392914,None
None,Harlow ,2008,Robinson Crusoe,1041392914,None
None,Harlow ,2008,"""Robinson Crusoe"" book/CD pack. Level 2",851981575,None
None,Harlow ,1990,Robinson Crusoe,812796939,None
None,Harmondsworth ,1980,Robinson Crusoe,883530677,None
None,Harmondsworth ,1973,Robinson Crusoe,1014470375,None
None,Harmondsworth ,1994,Robinson Crusoe,909360167,None
None,Harmondsworth ,1994,Robinson Crusoe,1024961354,None
